Contingency,DeviceName,DeviceType,Action,From Bus Number ,From Bus Name ,To Bus Number ,To Bus Name ,Circuit ID ,,
DJORRLN8,40150 BARHIL_ 40855 JORDAN_ 59,LINE,OUT,40150,BARHIL_,40855,JORDAN_,59,,
DJORRLN8,40762 RALYND_ 40855 JORDAN_ 59,LINE,OUT,40762,RALYND_,40855,JORDAN_,59,,
DJORRLN8,40855 JORDAN_ 40856 JORDAN_ 86,LINE,OUT,40855,JORDAN_,40856,JORDAN_,86,,
DJOR_EP8,40360 DUNCAN_ 40858 JORDAN4 48,LINE,OUT,40360,DUNCAN_,40858,JORDAN4,48,,
DJOR_EP8,40510 ENPROD_ 40855 JORDAN_ 48,LINE,OUT,40510,ENPROD_,40855,JORDAN_,48,,
DKENCA58,5056 CAGNON_5 7046 L_KENDAL 1,LINE,OUT,5056,CAGNON_5,7046,L_KENDAL,1,,
DKENCA58,5358 RANCHTWN 7665 L_MENGCR 1,LINE,OUT,5358,RANCHTWN,7665,L_MENGCR,1,,
DKENCOM8,7138 L_KERRST 900969 L_KEND 1,LINE,OUT,7138,L_KERRST,900969,L_KEND,1,,
DKENCOM8,7152 L_KENDAL 7155 L_COMFOR 1,LINE,OUT,7152,L_KENDAL,7155,L_COMFOR,1,,
DKERTRS9,3126 TRINIDAD 3128 TRINIDAD 1,LINE,OUT,3126,TRINIDAD,3128,TRINIDAD,1,,
DKERTRS9,3126 TRINIDAD 3239 ATHENS_9 1,LINE,OUT,3126,TRINIDAD,3239,ATHENS_9,1,,
DKERVER8,7138 L_KERRST 7146 L_VERDCR 1,LINE,OUT,7138,L_KERRST,7146,L_VERDCR,1,,
DKERVER8,7138 L_KERRST 900969 L_KEND 1,LINE,OUT,7138,L_KERRST,900969,L_KEND,1,,
DKG_RTW5,40900 KING___ 46290 RTHWOD_ 74,LINE,OUT,40900,KING___,46290,RTHWOD_,74,,
DKG_RTW5,40900 KING___ 46290 RTHWOD_ 75,LINE,OUT,40900,KING___,46290,RTHWOD_,75,,
DKINGRO8,9122 KINGSMB1 9200 GROVE 1,LINE,OUT,9122,KINGSMB1,9200,GROVE,1,,
DKINGRO8,9123 KINGSDB 9163 BERGSTRM 1,LINE,OUT,9123,KINGSDB,9163,BERGSTRM,1,,
DKINWAL8,9122 KINGSMB1 9196 ED_BLUE 1,LINE,OUT,9122,KINGSMB1,9196,ED_BLUE,1,,
DKINWAL8,9122 KINGSMB1 9284 WALNUTCK 1,LINE,OUT,9122,KINGSMB1,9284,WALNUTCK,1,,
DKIRTUT8,5165 FRATT 5250 KIRBY 1,LINE,OUT,5165,FRATT,5250,KIRBY,1,,
DKIRTUT8,5360 RANDOLPH 5435 TUTTLE 1,LINE,OUT,5360,RANDOLPH,5435,TUTTLE,1,,
DKI_THW8,45510 T_H_W__ 46660 WILLOW_ 81,LINE,OUT,45510,T_H_W__,46660,WILLOW_,81,,
DKI_THW8,45940 KLEIN__ 46660 WILLOW_ 81,LINE,OUT,45940,KLEIN__,46660,WILLOW_,81,,
DKLNBLT8,3423 KILL_SS_ 13426 KILELMR 1,LINE,OUT,3423,KILL_SS_,13426,KILELMR,1,,
DKLNBLT8,3423 KILL_SS_ 13427 KILELMR 1,LINE,OUT,3423,KILL_SS_,13427,KILELMR,1,,
DKLNBLT8,3610 BELTON1_ 3617 NOLANVIL 1,LINE,OUT,3610,BELTON1_,3617,NOLANVIL,1,,
DKLNBLT8,3616 KILLTAFD 13427 KILELMR 1,LINE,OUT,3616,KILLTAFD,13427,KILELMR,1,,
DKLNBLT8,3616 KILLTAFD 3618 HARK_HTS 1,LINE,OUT,3616,KILLTAFD,3618,HARK_HTS,1,,
DKLNBLT8,3617 NOLANVIL 3618 HARK_HTS 1,LINE,OUT,3617,NOLANVIL,3618,HARK_HTS,1,,
DKLNBLT8,3619 KILLTAFT 13426 KILELMR 1,LINE,OUT,3619,KILLTAFT,13426,KILELMR,1,,
DKLNBLT8,3619 KILLTAFT 3621 KILL1_8 1,LINE,OUT,3619,KILLTAFT,3621,KILL1_8,1,,
DKLNBLT8,3621 KILL1_8 3622 KILLPARK 1,LINE,OUT,3621,KILL1_8,3622,KILLPARK,1,,
DKLNBLT8,3622 KILLPARK 3623 KILLPARK 1,LINE,OUT,3622,KILLPARK,3623,KILLPARK,1,,
DKLNBLT8,3622 KILLPARK 905087 KILN_F 1,LINE,OUT,3622,KILLPARK,905087,KILN_F,1,,
DKLNBLT8,3623 KILLPARK 3635 KILN_FHD 1,LINE,OUT,3623,KILLPARK,3635,KILN_FHD,1,,
DKLNBLT8,3626 KILN_FTH 3635 KILN_FHD 1,LINE,OUT,3626,KILN_FTH,3635,KILN_FHD,1,,
DKL_ADK8,44910 ZENITH_ 45811 FRYRD_7 76,LINE,OUT,44910,ZENITH_,45811,FRYRD_7,76,,
DKL_ADK8,45610 ADICKS_ 46312 TANNER_ 76,LINE,OUT,45610,ADICKS_,46312,TANNER_,76,,
DKL_ADK8,45700 CAMRON_ 45712 CYFAIR2 21,LINE,OUT,45700,CAMRON_,45712,CYFAIR2,21,,
DKL_ADK8,45712 CYFAIR2 45952 KLUGE__ 21,LINE,OUT,45712,CYFAIR2,45952,KLUGE__,21,,
DKL_ADK8,45802 GERTIE_ 45811 FRYRD_7 76,LINE,OUT,45802,GERTIE_,45811,FRYRD_7,76,,
DKL_ADK8,45802 GERTIE_ 46302 SATSUM_ 76,LINE,OUT,45802,GERTIE_,46302,SATSUM_,76,,
DKL_ADK8,45952 KLUGE__ 45953 KLUGE__ 81,LINE,OUT,45952,KLUGE__,45953,KLUGE__,81,,
DKL_ADK8,46302 SATSUM_ 46312 TANNER_ 76,LINE,OUT,46302,SATSUM_,46312,TANNER_,76,,
DKL_CI28,44910 ZENITH_ 45812 FRYRD_0 09,LINE,OUT,44910,ZENITH_,45812,FRYRD_0,9,,
DKL_CI28,45700 CAMRON_ 45712 CYFAIR2 21,LINE,OUT,45700,CAMRON_,45712,CYFAIR2,21,,
DKL_CI28,45711 CYFAIR_ 45801 GERTIE0 09,LINE,OUT,45711,CYFAIR_,45801,GERTIE0,9,,
DKL_CI28,45711 CYFAIR_ 45952 KLUGE__ 09,LINE,OUT,45711,CYFAIR_,45952,KLUGE__,9,,
DKL_CI28,45712 CYFAIR2 45952 KLUGE__ 21,LINE,OUT,45712,CYFAIR2,45952,KLUGE__,21,,
DKL_CI28,45801 GERTIE0 45812 FRYRD_0 09,LINE,OUT,45801,GERTIE0,45812,FRYRD_0,9,,
DKL_CI28,45952 KLUGE__ 45953 KLUGE__ 81,LINE,OUT,45952,KLUGE__,45953,KLUGE__,81,,
DKL_KI28,45940 KLEIN__ 45953 KLUGE__ 81,LINE,OUT,45940,KLEIN__,45953,KLUGE__,81,,
DKL_KI28,45952 KLUGE__ 45953 KLUGE__ 81,LINE,OUT,45952,KLUGE__,45953,KLUGE__,81,,
DKL_KI28,45952 KLUGE__ 46240 PINHUR_ 81,LINE,OUT,45952,KLUGE__,46240,PINHUR_,81,,
DKOCNUE8,80136 JUMBO4A 81680 TORTGTP 1,LINE,OUT,80136,JUMBO4A,81680,TORTGTP,1,,
DKOCNUE8,80260 GILA4A 81680 TORTGTP 1,LINE,OUT,80260,GILA4A,81680,TORTGTP,1,,
DKOCNUE8,8441 NUECES_B 8452 LON_HILL 1,LINE,OUT,8441,NUECES_B,8452,LON_HILL,1,,
DKOCNUE8,8467 KOCH_UP4 81680 TORTGTP 1,LINE,OUT,8467,KOCH_UP4,81680,TORTGTP,1,,
DKRKCNR8,2456 KRKPK_E8 2458 KRKPK_1T 1,LINE,OUT,2456,KRKPK_E8,2458,KRKPK_1T,1,,
DKRKCNR8,2456 KRKPK_E8 2459 KRKPK_2T 1,LINE,OUT,2456,KRKPK_E8,2459,KRKPK_2T,1,,
DKRKCNR8,2457 KRKPK_W8 2458 KRKPK_1T 1,LINE,OUT,2457,KRKPK_W8,2458,KRKPK_1T,1,,
DKRKCNR8,2457 KRKPK_W8 2459 KRKPK_2T 1,LINE,OUT,2457,KRKPK_W8,2459,KRKPK_2T,1,,
DKRKCNR8,2458 KRKPK_1T 2928 FAIROK2_ 1,LINE,OUT,2458,KRKPK_1T,2928,FAIROK2_,1,,
DKRKCNR8,2459 KRKPK_2T 2927 FAIROK1_ 1,LINE,OUT,2459,KRKPK_2T,2927,FAIROK1_,1,,
DKRKCNR8,2919 GARLDPL1 12450 CNVLSW_ 1,LINE,OUT,2919,GARLDPL1,12450,CNVLSW_,1,,
DKRKCNR8,2919 GARLDPL1 904267 PLRD1_ 1,LINE,OUT,2919,GARLDPL1,904267,PLRD1_,1,,
DKRKCNR8,2920 GARLDPL2 12439 CNVLSW_ 1,LINE,OUT,2920,GARLDPL2,12439,CNVLSW_,1,,
DKRKCNR8,2920 GARLDPL2 2922 PLRD2_8 1,LINE,OUT,2920,GARLDPL2,2922,PLRD2_8,1,,
DKRKCNR8,2921 PLRD1_8 2923 LKHLS1T_ 1,LINE,OUT,2921,PLRD1_8,2923,LKHLS1T_,1,,
DKRKCNR8,2922 PLRD2_8 2924 LKHLS2T_ 1,LINE,OUT,2922,PLRD2_8,2924,LKHLS2T_,1,,
DKRKCNR8,2923 LKHLS1T_ 2925 LKHLS1_8 1,LINE,OUT,2923,LKHLS1T_,2925,LKHLS1_8,1,,
DKRKCNR8,2923 LKHLS1T_ 2927 FAIROK1_ 1,LINE,OUT,2923,LKHLS1T_,2927,FAIROK1_,1,,
DKRKCNR8,2924 LKHLS2T_ 2926 LKHLS2_8 1,LINE,OUT,2924,LKHLS2T_,2926,LKHLS2_8,1,,
DKRKCNR8,2924 LKHLS2T_ 2929 FORSTV2T 1,LINE,OUT,2924,LKHLS2T_,2929,FORSTV2T,1,,
DKRKCNR8,2928 FAIROK2_ 2929 FORSTV2T 1,LINE,OUT,2928,FAIROK2_,2929,FORSTV2T,1,,
DKRKCNR8,2929 FORSTV2T 2930 FORSTV2_ 1,LINE,OUT,2929,FORSTV2T,2930,FORSTV2_,1,,
DKRKCNR8,2930 FORSTV2_ 2931 JUDD2_8 1,LINE,OUT,2930,FORSTV2_,2931,JUDD2_8,1,,
DKRKCOT8,2456 KRKPK_E8 2640 JUDD1T_8 1,LINE,OUT,2456,KRKPK_E8,2640,JUDD1T_8,1,,
DKRKCOT8,2457 KRKPK_W8 2639 COIT1_8 1,LINE,OUT,2457,KRKPK_W8,2639,COIT1_8,1,,
DKRKCOT8,2595 AIRLIQD1 2607 WALNT1T_ 1,LINE,OUT,2595,AIRLIQD1,2607,WALNT1T_,1,,
DKRKCOT8,2595 AIRLIQD1 2608 WALNT1_8 1,LINE,OUT,2595,AIRLIQD1,2608,WALNT1_8,1,,
DKRKCOT8,2607 WALNT1T_ 2634 TIDPL2_8 1,LINE,OUT,2607,WALNT1T_,2634,TIDPL2_8,1,,
DKRKCOT8,2607 WALNT1T_ 2637 SCHDRD2_ 1,LINE,OUT,2607,WALNT1T_,2637,SCHDRD2_,1,,
DKRKCOT8,2637 SCHDRD2_ 2640 JUDD1T_8 1,LINE,OUT,2637,SCHDRD2_,2640,JUDD1T_8,1,,
DKRKCOT8,2638 COIT2_8 2639 COIT1_8 1,LINE,OUT,2638,COIT2_8,2639,COIT1_8,1,,
DKRKCOT8,2640 JUDD1T_8 2642 JUDD1_8 1,LINE,OUT,2640,JUDD1T_8,2642,JUDD1_8,1,,
DKRKGAV8,2456 KRKPK_E8 2886 JENKNS1_ 1,LINE,OUT,2456,KRKPK_E8,2886,JENKNS1_,1,,
DKRKGAV8,2457 KRKPK_W8 2887 JENKNS2_ 1,LINE,OUT,2457,KRKPK_W8,2887,JENKNS2_,1,,
DKRKGAV8,2882 GRNVL_W8 2884 BLKWEL1_ 1,LINE,OUT,2882,GRNVL_W8,2884,BLKWEL1_,1,,
DKRKGAV8,2883 GRNVL_E8 2885 BLKWEL2_ 1,LINE,OUT,2883,GRNVL_E8,2885,BLKWEL2_,1,,
DKRKGAV8,2884 BLKWEL1_ 2886 JENKNS1_ 1,LINE,OUT,2884,BLKWEL1_,2886,JENKNS1_,1,,
DKRKGAV8,2885 BLKWEL2_ 2887 JENKNS2_ 1,LINE,OUT,2885,BLKWEL2_,2887,JENKNS2_,1,,
DKRKNHN8,2456 KRKPK_E8 2648 CENEXP2_ 1,LINE,OUT,2456,KRKPK_E8,2648,CENEXP2_,1,,
DKRKNHN8,2457 KRKPK_W8 2647 CENEXP1_ 1,LINE,OUT,2457,KRKPK_W8,2647,CENEXP1_,1,,
DKRKNHN8,2647 CENEXP1_ 2652 BANDRA2T 1,LINE,OUT,2647,CENEXP1_,2652,BANDRA2T,1,,
DKRKNHN8,2648 CENEXP2_ 2651 BANDRA1T 1,LINE,OUT,2648,CENEXP2_,2651,BANDRA1T,1,,
DKRKNHN8,2651 BANDRA1T 2653 BANDRA1_ 1,LINE,OUT,2651,BANDRA1T,2653,BANDRA1_,1,,
DKRKNHN8,2651 BANDRA1T 2658 NTHHVN_E 1,LINE,OUT,2651,BANDRA1T,2658,NTHHVN_E,1,,
DKRKNHN8,2652 BANDRA2T 2654 BANDRA2_ 1,LINE,OUT,2652,BANDRA2T,2654,BANDRA2_,1,,
DKRKNHN8,2652 BANDRA2T 2657 NTHHVN_W 1,LINE,OUT,2652,BANDRA2T,2657,NTHHVN_W,1,,
DKRWLWS5,1730 W_KRUM_5 33646 LEWISVL 1,LINE,OUT,1730,W_KRUM_5,33646,LEWISVL,1,,
DKRWLWS5,988 W_DENT_5 1730 W_KRUM_5 1,LINE,OUT,988,W_DENT_5,1730,W_KRUM_5,1,,
DKR_WAP8,44010 W_A_P__ 44721 THOMSN8 80,LINE,OUT,44010,W_A_P__,44721,THOMSN8,80,,
DKR_WAP8,44030 ARCOLA_ 44390 KARSTN_ 82,LINE,OUT,44030,ARCOLA_,44390,KARSTN_,82,,
DKR_WAP8,44390 KARSTN_ 44410 KARSTN_ 26,LINE,OUT,44390,KARSTN_,44410,KARSTN_,26,,
DKR_WAP8,44390 KARSTN_ 44721 THOMSN8 80,LINE,OUT,44390,KARSTN_,44721,THOMSN8,80,,
DKURTRI8,32854 BRYN_TR 32881 BRYN_KU 1,LINE,OUT,32854,BRYN_TR,32881,BRYN_KU,1,,
DKURTRI8,32859 BRYN_JK 32882 BRYN_TA 1,LINE,OUT,32859,BRYN_JK,32882,BRYN_TA,1,,
DKWAKMC5,140077 KMCHI_ 140078 KMCHI_ 1,LINE,OUT,140077,KMCHI_,140078,KMCHI_,1,,
DKWAKMC5,140077 KMCHI_ 140078 KMCHI_ 2,LINE,OUT,140077,KMCHI_,140078,KMCHI_,2,,
DKW_AT28,40130 ATASCO_ 40930 KINGWD_ 66,LINE,OUT,40130,ATASCO_,40930,KINGWD_,66,,
DKW_AT28,40830 HUMBLE_ 40831 HUMBLE_ 94,LINE,OUT,40830,HUMBLE_,40831,HUMBLE_,94,,
DKW_AT28,40830 HUMBLE_ 40930 KINGWD_ 66,LINE,OUT,40830,HUMBLE_,40930,KINGWD_,66,,
DLAKLAK8,7348 L_MARBFA 7538 L_LAKEWA 1,LINE,OUT,7348,L_MARBFA,7538,L_LAKEWA,1,,
DLAKLAK8,7349 L_LAKEAE 7540 L_BEECRE 1,LINE,OUT,7349,L_LAKEAE,7540,L_BEECRE,1,,
DLAMCOR8,7060 L_EBABSM 7063 L_NARUNA 1,LINE,OUT,7060,L_EBABSM,7063,L_NARUNA,1,,
DLAMCOR8,7060 L_EBABSM 7100 L_BURNET 1,LINE,OUT,7060,L_EBABSM,7100,L_BURNET,1,,
DLAMCOR8,7063 L_NARUNA 7064 L_LAMPAS 1,LINE,OUT,7063,L_NARUNA,7064,L_LAMPAS,1,,
DLAMCOR8,7064 L_LAMPAS 7065 L_DOBYVI 1,LINE,OUT,7064,L_LAMPAS,7065,L_DOBYVI,1,,
DLAMCOR8,7065 L_DOBYVI 7084 L_GRAPMI 1,LINE,OUT,7065,L_DOBYVI,7084,L_GRAPMI,1,,
DLAMCOR8,7084 L_GRAPMI 7087 L_CORONA 1,LINE,OUT,7084,L_GRAPMI,7087,L_CORONA,1,,
DLB_GBY8,40710 GRNBYU_ 40962 LIBRTY2 21,LINE,OUT,40710,GRNBYU_,40962,LIBRTY2,21,,
DLB_GBY8,40715 GRNBYU_ 40961 LIBRTY0 03,LINE,OUT,40715,GRNBYU_,40961,LIBRTY0,3,,
DLB_GBY8,40961 LIBRTY0 46610 WHITOK_ 03,LINE,OUT,40961,LIBRTY0,46610,WHITOK_,3,,
DLB_GBY8,40962 LIBRTY2 47712 N_SIDE2 21,LINE,OUT,40962,LIBRTY2,47712,N_SIDE2,21,,
DLB_GBY8,47630 GABLE__ 47712 N_SIDE2 21,LINE,OUT,47630,GABLE__,47712,N_SIDE2,21,,
DLCRCAS8,76032 L_NORTM 76040 L_CASTI 1,LINE,OUT,76032,L_NORTM,76040,L_CASTI,1,,
DLCRCAS8,76615 L_LCRAN 76635 L_KINGM 1,LINE,OUT,76615,L_LCRAN,76635,L_KINGM,1,,
DLCRKIN8,76040 L_CASTI 76615 L_LCRAN 1,LINE,OUT,76040,L_CASTI,76615,L_LCRAN,1,,
DLCRKIN8,76615 L_LCRAN 76635 L_KINGM 1,LINE,OUT,76615,L_LCRAN,76635,L_KINGM,1,,
DLCSSC_5,3399 RAT_SNAK 3409 LAKE_CRK 1,LINE,OUT,3399,RAT_SNAK,3409,LAKE_CRK,1,,
DLEGTOK5,3400 TWIN_OAK 46020 LIMEST_ 1,LINE,OUT,3400,TWIN_OAK,46020,LIMEST_,1,,
DLEGTOK5,3400 TWIN_OAK 46020 LIMEST_ 2,LINE,OUT,3400,TWIN_OAK,46020,LIMEST_,2,,
DLEOPA28,5260 LEON_CRK 5330 PALO_ALT 1,LINE,OUT,5260,LEON_CRK,5330,PALO_ALT,1,,
DLEOPA28,5260 LEON_CRK 5429 TRUMBO 1,LINE,OUT,5260,LEON_CRK,5429,TRUMBO,1,,
DLEOPAL8,5230 HOWARD 5260 LEON_CRK 1,LINE,OUT,5230,HOWARD,5260,LEON_CRK,1,,
DLEOPAL8,5260 LEON_CRK 5330 PALO_ALT 1,LINE,OUT,5260,LEON_CRK,5330,PALO_ALT,1,,
DLEOPEA8,5260 LEON_CRK 5335 PEARSAL 1,LINE,OUT,5260,LEON_CRK,5335,PEARSAL,1,,
DLEOPEA8,5305 MEDINABS 5350 QUINTANA 1,LINE,OUT,5305,MEDINABS,5350,QUINTANA,1,,
DLEOTRU8,5230 HOWARD 5260 LEON_CRK 1,LINE,OUT,5230,HOWARD,5260,LEON_CRK,1,,
DLEOTRU8,5260 LEON_CRK 5429 TRUMBO 1,LINE,OUT,5260,LEON_CRK,5429,TRUMBO,1,,
DLFKSCS8,3110 STRYKER_ 3343 DOUGLAS_ 1,LINE,OUT,3110,STRYKER_,3343,DOUGLAS_,1,,
DLFKSCS8,3118 LUFKNSS_ 3316 NACOGST_ 1,LINE,OUT,3118,LUFKNSS_,3316,NACOGST_,1,,
DLFKSCS8,3118 LUFKNSS_ 3341 CNTLANG_ 1,LINE,OUT,3118,LUFKNSS_,3341,CNTLANG_,1,,
DLFKSCS8,3120 NACOGDSE 3315 NACOGSOU 1,LINE,OUT,3120,NACOGDSE,3315,NACOGSOU,1,,
DLFKSCS8,3314 NACOGSW_ 3315 NACOGSOU 1,LINE,OUT,3314,NACOGSW_,3315,NACOGSOU,1,,
DLFKSCS8,3314 NACOGSW_ 3316 NACOGST_ 1,LINE,OUT,3314,NACOGSW_,3316,NACOGST_,1,,
DLFKSCS8,3341 CNTLANG_ 3342 BAYOULC_ 1,LINE,OUT,3341,CNTLANG_,3342,BAYOULC_,1,,
DLFKSCS8,3342 BAYOULC_ 3343 DOUGLAS_ 1,LINE,OUT,3342,BAYOULC_,3343,DOUGLAS_,1,,
DLHMGBY8,40555 MOORE__ 41022 LYONDL0 08,LINE,OUT,40555,MOORE__,41022,LYONDL0,8,,
DLHMGBY8,40555 MOORE__ 41651 UVALDE0 08,LINE,OUT,40555,MOORE__,41651,UVALDE0,8,,
DLHMGBY8,40710 GRNBYU_ 41651 UVALDE0 08,LINE,OUT,40710,GRNBYU_,41651,UVALDE0,8,,
DLHMGBY8,40990 LYCHEM_ 41022 LYONDL0 08,LINE,OUT,40990,LYCHEM_,41022,LYONDL0,8,,
DLHMGBY8,40990 LYCHEM_ 41300 PSARCO_ 08,LINE,OUT,40990,LYCHEM_,41300,PSARCO_,8,,
DLHSCNR8,2401 LKHB_W8 2918 CNVL2_8 1,LINE,OUT,2401,LKHB_W8,2918,CNVL2_8,1,,
DLHSCNR8,2402 LKHB_E8 2917 CNVL1_8 1,LINE,OUT,2402,LKHB_E8,2917,CNVL1_8,1,,
DLHSCNR8,2439 CNVLSW_W 2917 CNVL1_8 1,LINE,OUT,2439,CNVLSW_W,2917,CNVL1_8,1,,
DLHSCNR8,2450 CNVLSW_E 2918 CNVL2_8 1,LINE,OUT,2450,CNVLSW_E,2918,CNVL2_8,1,,
DLHSPRC8,2401 LKHB_W8 2939 STAUG1T_ 1,LINE,OUT,2401,LKHB_W8,2939,STAUG1T_,1,,
DLHSPRC8,2402 LKHB_E8 2441 PRCKSW1_ 1,LINE,OUT,2402,LKHB_E8,2441,PRCKSW1_,1,,
DLHSPRC8,2441 PRCKSW1_ 2939 STAUG1T_ 1,LINE,OUT,2441,PRCKSW1_,2939,STAUG1T_,1,,
DLHSPRC8,2939 STAUG1T_ 2944 STAUG1_8 1,LINE,OUT,2939,STAUG1T_,2944,STAUG1_8,1,,
DLHSPRC8,2944 STAUG1_8 2945 LKJN1_8 1,LINE,OUT,2944,STAUG1_8,2945,LKJN1_8,1,,
DLIGCDH5,1907 VENUS_N5 1921 LIGGETTA 1,LINE,OUT,1907,VENUS_N5,1921,LIGGETTA,1,,
DLIGCDH5,1912 MAYFLDN_ 11912 MAYFLDW 1,LINE,OUT,1912,MAYFLDN_,11912,MAYFLDW,1,,
DLIGCDH5,1912 MAYFLDN_ 2265 GP_WEST1 1,LINE,OUT,1912,MAYFLDN_,2265,GP_WEST1,1,,
DLIGCDH5,1912 MAYFLDN_ 2422 CHILSW_N 1,LINE,OUT,1912,MAYFLDN_,2422,CHILSW_N,1,,
DLIGCDH5,1914 MAYFLDS_ 11912 MAYFLDW 1,LINE,OUT,1914,MAYFLDS_,11912,MAYFLDW,1,,
DLIGCDH5,1921 LIGGETTA 1926 LIGGETT_ 1,LINE,OUT,1921,LIGGETTA,1926,LIGGETT_,1,,
DLIGCDH5,1921 LIGGETTA 1927 LIGGETT_ 1,LINE,OUT,1921,LIGGETTA,1927,LIGGETT_,1,,
DLIGCDH5,1922 LIGGETT_ 2271 IRVHUNT1 1,LINE,OUT,1922,LIGGETT_,2271,IRVHUNT1,1,,
DLIGCDH5,2265 GP_WEST1 2274 DALWRTH1 1,LINE,OUT,2265,GP_WEST1,2274,DALWRTH1,1,,
DLIGCDH5,2270 SHDYGRV1 2271 IRVHUNT1 1,LINE,OUT,2270,SHDYGRV1,2271,IRVHUNT1,1,,
DLIGCDH5,2270 SHDYGRV1 2274 DALWRTH1 1,LINE,OUT,2270,SHDYGRV1,2274,DALWRTH1,1,,
DLIGCDH5,2271 IRVHUNT1 2275 BIG3_GP_ 1,LINE,OUT,2271,IRVHUNT1,2275,BIG3_GP_,1,,
DLIGCDH5,2273 IRVHUNT1 2275 BIG3_GP_ 1,LINE,OUT,2273,IRVHUNT1,2275,BIG3_GP_,1,,
DLIGHKB8,11923 LIGSWSR 15002 RENTALC 1,LINE,OUT,11923,LIGSWSR,15002,RENTALC,1,,
DLIGHKB8,15002 RENTALC 15025 DFW_DE2 1,LINE,OUT,15002,RENTALC,15025,DFW_DE2,1,,
DLIGHKB8,15020 DFW_DE1 15025 DFW_DE2 1,LINE,OUT,15020,DFW_DE1,15025,DFW_DE2,1,,
DLIGHKB8,15020 DFW_DE1 15045 DFW_CE1 1,LINE,OUT,15020,DFW_DE1,15045,DFW_CE1,1,,
DLIGHKB8,15021 DFW_DE1 15026 DFW_DE2 1,LINE,OUT,15021,DFW_DE1,15026,DFW_DE2,1,,
DLIGHKB8,1996 ATMEL1_T 15045 DFW_CE1 1,LINE,OUT,1996,ATMEL1_T,15045,DFW_CE1,1,,
DLIGHKB8,1996 ATMEL1_T 2388 HACKBRY1 1,LINE,OUT,1996,ATMEL1_T,2388,HACKBRY1,1,,
DLIGHKB8,1997 ATMEL2_T 15046 DFW_CE2 1,LINE,OUT,1997,ATMEL2_T,15046,DFW_CE2,1,,
DLIGHKB8,1997 ATMEL2_T 2388 HACKBRY1 1,LINE,OUT,1997,ATMEL2_T,2388,HACKBRY1,1,,
DLIGHKB8,2001 IRVNORTH 15021 DFW_DE1 1,LINE,OUT,2001,IRVNORTH,15021,DFW_DE1,1,,
DLIGHKB8,2001 IRVNORTH 2010 TRIGAS1_ 1,LINE,OUT,2001,IRVNORTH,2010,TRIGAS1_,1,,
DLIGHKB8,2002 IRVBELT1 11925 LIGSWSR 1,LINE,OUT,2002,IRVBELT1,11925,LIGSWSR,1,,
DLIGHKB8,2002 IRVBELT1 15026 DFW_DE2 1,LINE,OUT,2002,IRVBELT1,15026,DFW_DE2,1,,
DLIGHKB8,2002 IRVBELT1 20003 IRVBELT 1,LINE,OUT,2002,IRVBELT1,20003,IRVBELT,1,,
DLIGHKB8,2010 TRIGAS1_ 15046 DFW_CE2 1,LINE,OUT,2010,TRIGAS1_,15046,DFW_CE2,1,,
DLIGHLS8,12109 WHITETA 12110 WHITETA 2,LINE,OUT,12109,WHITETA,12110,WHITETA,2,,
DLIGHLS8,1924 LIGGETT_ 2125 INT_AIR2 1,LINE,OUT,1924,LIGGETT_,2125,INT_AIR2,1,,
DLIGHLS8,1950 HANDLEYC 2110 WHITE2_T 1,LINE,OUT,1950,HANDLEYC,2110,WHITE2_T,1,,
DLIGHLS8,1951 HANDLEYD 12110 WHITETA 1,LINE,OUT,1951,HANDLEYD,12110,WHITETA,1,,
DLIGHLS8,2109 WHITE1_T 2110 WHITE2_T 2,LINE,OUT,2109,WHITE1_T,2110,WHITE2_T,2,,
DLIGHLS8,2109 WHITE1_T 2112 WHITE2_8 1,LINE,OUT,2109,WHITE1_T,2112,WHITE2_8,1,,
DLIGHLS8,2109 WHITE1_T 2113 TRINITY1 1,LINE,OUT,2109,WHITE1_T,2113,TRINITY1,1,,
DLIGHLS8,2111 WHITE1_8 12110 WHITETA 1,LINE,OUT,2111,WHITE1_8,12110,WHITETA,1,,
DLIGHLS8,2113 TRINITY1 2116 HURSTS_8 1,LINE,OUT,2113,TRINITY1,2116,HURSTS_8,1,,
DLIGHLS8,2114 TRINITY3 12109 WHITETA 1,LINE,OUT,2114,TRINITY3,12109,WHITETA,1,,
DLIGHLS8,2114 TRINITY3 2115 HURSTN_8 1,LINE,OUT,2114,TRINITY3,2115,HURSTN_8,1,,
DLIGHLS8,2115 HURSTN_8 12115 BELLHEL 1,LINE,OUT,2115,HURSTN_8,12115,BELLHEL,1,,
DLIGHLS8,2115 HURSTN_8 2117 DAVIS_T8 1,LINE,OUT,2115,HURSTN_8,2117,DAVIS_T8,1,,
DLIGHLS8,2116 HURSTS_8 2121 EULESS_S 1,LINE,OUT,2116,HURSTS_8,2121,EULESS_S,1,,
DLIGHLS8,2117 DAVIS_T8 2240 DAVIS2_8 1,LINE,OUT,2117,DAVIS_T8,2240,DAVIS2_8,1,,
DLIGHLS8,2117 DAVIS_T8 903495 EULTRI 1,LINE,OUT,2117,DAVIS_T8,903495,EULTRI,1,,
DLIGHLS8,2121 EULESS_S 2244 EULTRIN2 1,LINE,OUT,2121,EULESS_S,2244,EULTRIN2,1,,
DLIGHLS8,2125 INT_AIR2 903495 EULTRI 1,LINE,OUT,2125,INT_AIR2,903495,EULTRI,1,,
