Contingency,DeviceName,DeviceType,Action,From Bus Number ,From Bus Name ,To Bus Number ,To Bus Name ,Circuit ID ,,
SVETTH28,45510 T_H_W__ 45922 JESTER_ 81,LINE,OUT,45510,T_H_W__,45922,JESTER_,81,,
SVETTH28,45651 BAMMEL_ 45922 JESTER_ 81,LINE,OUT,45651,BAMMEL_,45922,JESTER_,81,,
SVETTH28,46552 VETRAN_ 48391 VETRAN8 81,LINE,OUT,46552,VETRAN_,48391,VETRAN8,81,,
SVICCIT8,8172 VICTORIA 111363 CITYVI 1,LINE,OUT,8172,VICTORIA,111363,CITYVI,1,,
SVICCO28,8162 COLETO4A 8172 VICTORIA 1,LINE,OUT,8162,COLETO4A,8172,VICTORIA,1,,
SVICCOL8,8162 COLETO4A 8172 VICTORIA 2,LINE,OUT,8162,COLETO4A,8172,VICTORIA,2,,
SVICV_D8,8143 V_DUPSW4 88143 RUPLEYT 1,LINE,OUT,8143,V_DUPSW4,88143,RUPLEYT,1,,
SVICV_D8,8172 VICTORIA 88143 RUPLEYT 1,LINE,OUT,8172,VICTORIA,88143,RUPLEYT,1,,
SVICV_D8,88143 RUPLEYT 111343 VICTPO 1,LINE,OUT,88143,RUPLEYT,111343,VICTPO,1,,
SVISNCA8,8145 VISTRON4 8152 NCARBIDE 1,LINE,OUT,8145,VISTRON4,8152,NCARBIDE,1,,
SVLDO3W8,42511 DOW____ 905957 VLASCO 26,LINE,OUT,42511,DOW____,905957,VLASCO,26,,
SVLDO3W8,43362 VLASCO_ 905957 VLASCO BC,LINE,OUT,43362,VLASCO_,905957,VLASCO,BC,,
SVLDO3W8,43363 VLASCO_ 905957 VLASCO BC,LINE,OUT,43363,VLASCO_,905957,VLASCO,BC,,
SVLDO5W8,42510 DOW____ 905956 VLASCO 82,LINE,OUT,42510,DOW____,905956,VLASCO,82,,
SVLDO5W8,43361 VLASCO_ 905956 VLASCO 82,LINE,OUT,43361,VLASCO_,905956,VLASCO,82,,
SVLDO5W8,43362 VLASCO_ 905956 VLASCO BC,LINE,OUT,43362,VLASCO_,905956,VLASCO,BC,,
SVLGLO8,43345 GLOBAL_ 43361 VLASCO_ 82,LINE,OUT,43345,GLOBAL_,43361,VLASCO_,82,,
SVLGLO8,43361 VLASCO_ 43363 VLASCO_ 82,LINE,OUT,43361,VLASCO_,43363,VLASCO_,82,,
SVLGLO8,43361 VLASCO_ 905956 VLASCO 82,LINE,OUT,43361,VLASCO_,905956,VLASCO,82,,
SVLJCK8,42540 JONCRK_ 43360 VLASCO_ 02,LINE,OUT,42540,JONCRK_,43360,VLASCO_,2,,
SVLJCK8,43360 VLASCO_ 43362 VLASCO_ BC,LINE,OUT,43360,VLASCO_,43362,VLASCO_,BC,,
SVLMRE8,43155 MARINE_ 43362 VLASCO_ 48,LINE,OUT,43155,MARINE_,43362,VLASCO_,48,,
SVLMRE8,43360 VLASCO_ 43362 VLASCO_ BC,LINE,OUT,43360,VLASCO_,43362,VLASCO_,BC,,
SVLMRE8,43362 VLASCO_ 905956 VLASCO BC,LINE,OUT,43362,VLASCO_,905956,VLASCO,BC,,
SVLMRE8,43362 VLASCO_ 905957 VLASCO BC,LINE,OUT,43362,VLASCO_,905957,VLASCO,BC,,
SVLSANA5,1690 VALLYSES 2373 ANNASW_5 1,LINE,OUT,1690,VALLYSES,2373,ANNASW_5,1,,
SVLYANA5,1729 VAL_STH_ 2373 ANNASW_5 1,LINE,OUT,1729,VAL_STH_,2373,ANNASW_5,1,,
SVLYFMR5,1685 FARMVLSW 1729 VAL_STH_ 1,LINE,OUT,1685,FARMVLSW,1729,VAL_STH_,1,,
SVLYPRS5,1692 PARIS_SW 1729 VAL_STH_ 1,LINE,OUT,1692,PARIS_SW,1729,VAL_STH_,1,,
SVLYVLS5,1690 VALLYSES 1729 VAL_STH_ 1,LINE,OUT,1690,VALLYSES,1729,VAL_STH_,1,,
SVNDVAN9,5582 VANDERBL 5586 VANDERBL 1,LINE,OUT,5582,VANDERBL,5586,VANDERBL,1,,
SVNDVAN9,5586 VANDERBL 5590 PLACEDOS 1,LINE,OUT,5586,VANDERBL,5590,PLACEDOS,1,,
SVRCVER9,6058 VERN2A 6079 SANDSTON 1,LINE,OUT,6058,VERN2A,6079,SANDSTON,1,,
SVRCVER9,6061 VRCP2A 6079 SANDSTON 1,LINE,OUT,6061,VRCP2A,6079,SANDSTON,1,,
SVRCVER9,6063 SANDROAD 6064 VERS2A 1,LINE,OUT,6063,SANDROAD,6064,VERS2A,1,,
SVRCVER9,6063 SANDROAD 6079 SANDSTON 1,LINE,OUT,6063,SANDROAD,6079,SANDSTON,1,,
SVTRWF28,1424 BOWMAN_B 1500 PARKWAY1 1,LINE,OUT,1424,BOWMAN_B,1500,PARKWAY1,1,,
SVTRWF28,1498 WFCOGEN_ 1500 PARKWAY1 1,LINE,OUT,1498,WFCOGEN_,1500,PARKWAY1,1,,
SV_DVI28,8143 V_DUPSW4 8172 VICTORIA 1,LINE,OUT,8143,V_DUPSW4,8172,VICTORIA,1,,
SW2TUT8,5360 RANDOLPH 5435 TUTTLE 1,LINE,OUT,5360,RANDOLPH,5435,TUTTLE,1,,
SW2WEI8,5360 RANDOLPH 7461 L_WEIDER 1,LINE,OUT,5360,RANDOLPH,7461,L_WEIDER,1,,
SW3CAG8,5002 AMD_SA 5346 POTRANCO 1,LINE,OUT,5002,AMD_SA,5346,POTRANCO,1,,
SW3CAG8,5002 AMD_SA 5423 TCC 1,LINE,OUT,5002,AMD_SA,5423,TCC,1,,
SW4HIL8,5125 DEZAVALA 5210 HILLCTY1 1,LINE,OUT,5125,DEZAVALA,5210,HILLCTY1,1,,
SW5B28,5467 VLSI 5488 WOH 1,LINE,OUT,5467,VLSI,5488,WOH,1,,
SW5L08,5003 ANDERSON 5488 WOH 1,LINE,OUT,5003,ANDERSON,5488,WOH,1,,
SWAEFL39,7232 L_WAELDE 7247 L_FLATON 1,LINE,OUT,7232,L_WAELDE,7247,L_FLATON,1,,
SWAGEB8,44700 GEBHRT_ 44740 WALLIS_ 65,LINE,OUT,44700,GEBHRT_,44740,WALLIS_,65,,
SWAGVER9,1539 ELECTRA2 6075 WAGGONER 1,LINE,OUT,1539,ELECTRA2,6075,WAGGONER,1,,
SWAGVER9,6058 VERN2A 6071 GRAYBCKT 1,LINE,OUT,6058,VERN2A,6071,GRAYBCKT,1,,
SWAGVER9,6070 GRAYBACK 6071 GRAYBCKT 1,LINE,OUT,6070,GRAYBACK,6071,GRAYBCKT,1,,
SWAGVER9,6071 GRAYBCKT 6072 HARROLD2 1,LINE,OUT,6071,GRAYBCKT,6072,HARROLD2,1,,
SWAGVER9,6072 HARROLD2 6075 WAGGONER 1,LINE,OUT,6072,HARROLD2,6075,WAGGONER,1,,
SWAKW_C5,59904 COTTONW 140903 WAKE_5 1,LINE,OUT,59904,COTTONW,140903,WAKE_5,1,,
SWALBEL8,7270 L_BELLSO 7272 L_WALLER 1,LINE,OUT,7270,L_BELLSO,7272,L_WALLER,1,,
SWALCDC9,2486 CCRST_9 2982 CMPTON2_ 1,LINE,OUT,2486,CCRST_9,2982,CMPTON2_,1,,
SWALCDC9,2982 CMPTON2_ 2983 WALLST2_ 1,LINE,OUT,2982,CMPTON2_,2983,WALLST2_,1,,
SWALDEC8,9187 DECK_MB1 9284 WALNUTCK 1,LINE,OUT,9187,DECK_MB1,9284,WALNUTCK,1,,
SWALFAI8,805 FAIRDALE 823 WALNUT 1,LINE,OUT,805,FAIRDALE,823,WALNUT,1,,
SWALGLE9,37680 TNWALNT 37700 TNGLENR 1,LINE,OUT,37680,TNWALNT,37700,TNGLENR,1,,
SWALKIN8,9122 KINGSMB1 9284 WALNUTCK 1,LINE,OUT,9122,KINGSMB1,9284,WALNUTCK,1,,
SWALNE28,823 WALNUT 849 NEWMAN8 1,LINE,OUT,823,WALNUT,849,NEWMAN8,1,,
SWALWNT9,1647 WALSPTNP 37680 TNWALNT 1,LINE,OUT,1647,WALSPTNP,37680,TNWALNT,1,,
SWAPSMI5,44005 W_A_P__ 44650 SMTHRS_ 98,LINE,OUT,44005,W_A_P__,44650,SMTHRS_,98,,
SWARNOR8,9128 NORTHL13 9286 WARREN 1,LINE,OUT,9128,NORTHL13,9286,WARREN,1,,
SWARSEA8,9132 SEAHM8 9286 WARREN 1,LINE,OUT,9132,SEAHM8,9286,WARREN,1,,
SWARVIC8,5607 WRBRTN8 8172 VICTORIA 1,LINE,OUT,5607,WRBRTN8,8172,VICTORIA,1,,
SWASLA29,8290 LAREDO2A 8642 WASH_ST2 2,LINE,OUT,8290,LAREDO2A,8642,WASH_ST2,2,,
SWASLAR9,8290 LAREDO2A 8642 WASH_ST2 1,LINE,OUT,8290,LAREDO2A,8642,WASH_ST2,1,,
SWATLO18,5962 LOMAALTA 79690 PALMITO 1,LINE,OUT,5962,LOMAALTA,79690,PALMITO,1,,
SWATLO28,5962 LOMAALTA 59450 WATERPR 1,LINE,OUT,5962,LOMAALTA,59450,WATERPR,1,,
SWBJGOR8,1704 SHER_L_M 11704 SHER_W_ 1,LINE,OUT,1704,SHER_L_M,11704,SHER_W_,1,,
SWBJGOR8,1704 SHER_L_M 1839 STONCRK_ 2,LINE,OUT,1704,SHER_L_M,1839,STONCRK_,2,,
SWBJGOR8,1724 WHTBORSE 1738 WHTBORSE 1,LINE,OUT,1724,WHTBORSE,1738,WHTBORSE,1,,
SWBJGOR8,1724 WHTBORSE 1744 GORDVL_T 1,LINE,OUT,1724,WHTBORSE,1744,GORDVL_T,1,,
SWBJGOR8,1725 GORDVL_8 1744 GORDVL_T 1,LINE,OUT,1725,GORDVL_8,1744,GORDVL_T,1,,
SWBJGOR8,1725 GORDVL_8 6810 GORDVLRC 1,LINE,OUT,1725,GORDVL_8,6810,GORDVLRC,1,,
SWBJGOR8,1738 WHTBORSE 6804 WHTS_RC 1,LINE,OUT,1738,WHTBORSE,6804,WHTS_RC,1,,
SWBJGOR8,1744 GORDVL_T 11704 SHER_W_ 1,LINE,OUT,1744,GORDVL_T,11704,SHER_W_,1,,
SWBJGOR8,6820 SHMW_RC 11704 SHER_W_ 1,LINE,OUT,6820,SHMW_RC,11704,SHER_W_,1,,
SWBJGOR8,722 JORDAN 1738 WHTBORSE 1,LINE,OUT,722,JORDAN,1738,WHTBORSE,1,,
SWBYST28,43290 STEWRT_ 43520 WESTBY_ 59,LINE,OUT,43290,STEWRT_,43520,WESTBY_,59,,
SWBYSTW8,43290 STEWRT_ 43521 WESTBY_ 48,LINE,OUT,43290,STEWRT_,43521,WESTBY_,48,,
SWCOASH8,78280 L_BEVO_ 78281 L_DIMMI 1,LINE,OUT,78280,L_BEVO_,78281,L_DIMMI,1,,
SWCOASH8,8273 PUEBLO4A 78015 L_ROSIC 1,LINE,OUT,8273,PUEBLO4A,78015,L_ROSIC,1,,
SWCOASH8,8273 PUEBLO4A 8274 W_CONOCO 1,LINE,OUT,8273,PUEBLO4A,8274,W_CONOCO,1,,
SWCOASH8,8274 W_CONOCO 78281 L_DIMMI 1,LINE,OUT,8274,W_CONOCO,78281,L_DIMMI,1,,
SWCOASH8,8274 W_CONOCO 8694 CONOCO_L 1,LINE,OUT,8274,W_CONOCO,8694,CONOCO_L,1,,
SWCOW2C8,39500 TNWCOLM 43380 W_COL__ 2,LINE,OUT,39500,TNWCOLM,43380,W_COL__,2,,
SWCOW2C8,43380 W_COL__ 43381 W_COL__ 04,LINE,OUT,43380,W_COL__,43381,W_COL__,4,,
SWCOWC8,39500 TNWCOLM 43380 W_COL__ 1,LINE,OUT,39500,TNWCOLM,43380,W_COL__,1,,
SWCOWCO0,39531 TNWCOLL 111421 PROSPE 1,LINE,OUT,39531,TNWCOLL,111421,PROSPE,1,,
SWCOWCO8,39500 TNWCOLM 39530 TNWCOLL 1,LINE,OUT,39500,TNWCOLM,39530,TNWCOLL,1,,
SWCOWCO8,39530 TNWCOLL 138 39531 TNWCOLL 12.47 1,XFMR,OUT,39530,TNWCOLL,39531,TNWCOLL,1,12.47,
SWCOWCO8,39530 TNWCOLL 39560 TNANGLE 1,LINE,OUT,39530,TNWCOLL,39560,TNANGLE,1,,
SWCOWWE8,3436 WACO_W1_ 3560 WACO_S1_ 1,LINE,OUT,3436,WACO_W1_,3560,WACO_S1_,1,,
SWCOWWE8,3438 WACO_E1_ 3559 WACOCOLO 1,LINE,OUT,3438,WACO_E1_,3559,WACOCOLO,1,,
SWCOWWE8,3559 WACOCOLO 3560 WACO_S1_ 1,LINE,OUT,3559,WACOCOLO,3560,WACO_S1_,1,,
SWCPWT45,150192 WCPP_C 16 150195 WCPP_2 345 1,XFMR,OUT,150192,WCPP_C,150195,WCPP_2,1,345,
SWCPWT45,150195 WCPP_2 150197 WTCCS_ 2,LINE,OUT,150195,WCPP_2,150197,WTCCS_,2,,
SWCPWT55,150191 WCPP_C 16 150194 WCPP_1 345 1,XFMR,OUT,150191,WCPP_C,150194,WCPP_1,1,345,
SWCPWT55,150194 WCPP_1 150197 WTCCS_ 1,LINE,OUT,150194,WCPP_1,150197,WTCCS_,1,,
SWCPWT65,150193 WCPP_S 16 150196 WCPP_3 345 1,XFMR,OUT,150193,WCPP_S,150196,WCPP_3,1,345,
SWCPWT65,150196 WCPP_3 150197 WTCCS_ 3,LINE,OUT,150196,WCPP_3,150197,WTCCS_,3,,
SWCSBOO8,60383 LINTERN 132331 REROCK 1,LINE,OUT,60383,LINTERN,132331,REROCK,1,,
SWCSBOO8,60383 LINTERN 60385 SOLSTIC 1,LINE,OUT,60383,LINTERN,60385,SOLSTIC,1,,
SWCSHN25,1421 WILLOWCK 1443 HENDRCH_ 1,LINE,OUT,1421,WILLOWCK,1443,HENDRCH_,1,,
SWCSPK25,1421 WILLOWCK 1436 PARKER_5 1,LINE,OUT,1421,WILLOWCK,1436,PARKER_5,1,,
SWCSPKR5,1421 WILLOWCK 1436 PARKER_5 2,LINE,OUT,1421,WILLOWCK,1436,PARKER_5,2,,
SWCSWT25,1421 WILLOWCK 150197 WTCCS_ 1,LINE,OUT,1421,WILLOWCK,150197,WTCCS_,1,,
SWCSWTC5,1421 WILLOWCK 150197 WTCCS_ 2,LINE,OUT,1421,WILLOWCK,150197,WTCCS_,2,,
SWCTP9,43350 TEXWES_ 43390 W_COL__ 55,LINE,OUT,43350,TEXWES_,43390,W_COL__,55,,
SWD2WDG8,2185 WDGWD_S_ 12186 WDGWD1_ 1,LINE,OUT,2185,WDGWD_S_,12186,WDGWD1_,1,,
SWD2WDG8,2186 WDGWD1_8 12186 WDGWD1_ 1,LINE,OUT,2186,WDGWD1_8,12186,WDGWD1_,1,,
SWD2WDG8,2189 PAFFRD2_ 12186 WDGWD1_ 1,LINE,OUT,2189,PAFFRD2_,12186,WDGWD1_,1,,
SWDGWDG8,2184 WDGWD_N_ 12187 WDGWD2_ 1,LINE,OUT,2184,WDGWD_N_,12187,WDGWD2_,1,,
SWDGWDG8,2187 WDGWD2_8 12187 WDGWD2_ 1,LINE,OUT,2187,WDGWD2_8,12187,WDGWD2_,1,,
SWDGWDG8,2188 PAFFRD1_ 12187 WDGWD2_ 1,LINE,OUT,2188,PAFFRD1_,12187,WDGWD2_,1,,
SWEBAUS8,7329 L_WEBBER 9328 AUSTROP 1,LINE,OUT,7329,L_WEBBER,9328,AUSTROP,1,,
SWEBCDH5,1904 WEBB3_5 2420 CHILSW1_ 1,LINE,OUT,1904,WEBB3_5,2420,CHILSW1_,1,,
SWEBPHR8,42015 P_H_R__ 43501 WEBSTR9 93,LINE,OUT,42015,P_H_R__,43501,WEBSTR9,93,,
SWEBVEN5,1907 VENUS_N5 1911 WEBB1_5 1,LINE,OUT,1907,VENUS_N5,1911,WEBB1_5,1,,
SWEBVEN5,1911 WEBB1_5 1929 CENTURY1 1,LINE,OUT,1911,WEBB1_5,1929,CENTURY1,1,,
SWEBVEN5,1918 SHRYAUTO 1929 CENTURY1 1,LINE,OUT,1918,SHRYAUTO,1929,CENTURY1,1,,
SWECMAT9,6140 MATA2A 140082 WEC_1_ 1,LINE,OUT,6140,MATA2A,140082,WEC_1_,1,,
SWEFT8,41711 WITTER9 42311 COLEGE9 94,LINE,OUT,41711,WITTER9,42311,COLEGE9,94,,
SWEFT8,41711 WITTER9 42610 FAIRMT_ 94,LINE,OUT,41711,WITTER9,42610,FAIRMT_,94,,
SWEFT8,42311 COLEGE9 42551 DROUET9 94,LINE,OUT,42311,COLEGE9,42551,DROUET9,94,,
SWEFT8,42551 DROUET9 42680 GARDEN_ 94,LINE,OUT,42551,DROUET9,42680,GARDEN_,94,,
SWEIF58,5445 TRI_CNTY 7461 L_WEIDER 1,LINE,OUT,5445,TRI_CNTY,7461,L_WEIDER,1,,
SWEIGLI8,7252 L_SCHULE 7254 L_WEIMAR 1,LINE,OUT,7252,L_SCHULE,7254,L_WEIMAR,1,,
SWEIGLI8,7254 L_WEIMAR 7258 L_GLIDDE 1,LINE,OUT,7254,L_WEIMAR,7258,L_GLIDDE,1,,
SWEILON8,8452 LON_HILL 8482 WEIL_TRC 1,LINE,OUT,8452,LON_HILL,8482,WEIL_TRC,1,,
SWEISKY8,5370 SKYLIN4_ 5445 TRI_CNTY 1,LINE,OUT,5370,SKYLIN4_,5445,TRI_CNTY,1,,
SWEIWES8,8482 WEIL_TRC 8485 WESTSIDE 1,LINE,OUT,8482,WEIL_TRC,8485,WESTSIDE,1,,
SWELMCN8,7288 L_WELLBR 7334 L_MCNEIL 1,LINE,OUT,7288,L_WELLBR,7334,L_MCNEIL,1,,
SWESIND8,6586 MCCAMY4 76001 L_TIPPE 1,LINE,OUT,6586,MCCAMY4,76001,L_TIPPE,1,,
SWESLON8,76013 L_WESTY 76583 L_LONGL 1,LINE,OUT,76013,L_WESTY,76583,L_LONGL,1,,
SWESSMR9,779 SEYMOUR 33728 MABELLE 1,LINE,OUT,779,SEYMOUR,33728,MABELLE,1,,
SWESSTE8,8348 WESLACOU 8951 STEWART4 1,LINE,OUT,8348,WESLACOU,8951,STEWART4,1,,
SWESWES8,8347 WESMER4A 8348 WESLACOU 1,LINE,OUT,8347,WESMER4A,8348,WESLACOU,1,,
SWFAFSH8,1426 FISHRDSS 1427 FISHERRD 1,LINE,OUT,1426,FISHRDSS,1427,FISHERRD,1,,
SWFAFSH8,1427 FISHERRD 1448 WCHTFLLS 1,LINE,OUT,1427,FISHERRD,1448,WCHTFLLS,1,,
SWFAFSH8,1448 WCHTFLLS 1490 BURNETTS 1,LINE,OUT,1448,WCHTFLLS,1490,BURNETTS,1,,
SWFCWF28,11479 WFCOG1_ 138 140041 WFCOGE 13.2 1,XFMR,OUT,11479,WFCOG1_,140041,WFCOGE,1,13.2,
SWFCWF28,11482 WFCOGEN 138 140042 WFCOGE 13.2 1,XFMR,OUT,11482,WFCOGEN,140042,WFCOGE,1,13.2,
SWFCWF28,1498 WFCOGEN_ 11479 WFCOG1_ 1,LINE,OUT,1498,WFCOGEN_,11479,WFCOG1_,1,,
SWFCWF28,1498 WFCOGEN_ 11482 WFCOGEN 1,LINE,OUT,1498,WFCOGEN_,11482,WFCOGEN,1,,
SWFNBKB9,1503 WFALLS_N 1515 SHPFIELD 1,LINE,OUT,1503,WFALLS_N,1515,SHPFIELD,1,,
SWFNBKB9,1515 SHPFIELD 1517 BURKBURN 1,LINE,OUT,1515,SHPFIELD,1517,BURKBURN,1,,
SWFNBKB9,1515 SHPFIELD 902070 SHPFIE 1,LINE,OUT,1515,SHPFIELD,902070,SHPFIE,1,,
SWFNPLV9,1451 PLEASVAL 1504 WFLSNBYP 1,LINE,OUT,1451,PLEASVAL,1504,WFLSNBYP,1,,
SWFNPLV9,1491 BURNETTS 1504 WFLSNBYP 1,LINE,OUT,1491,BURNETTS,1504,WFLSNBYP,1,,
SWFNPLV9,1503 WFALLS_N 1504 WFLSNBYP 1,LINE,OUT,1503,WFALLS_N,1504,WFLSNBYP,1,,
SWFPCER8,1484 PPG_8 1485 CERAMIC_ 1,LINE,OUT,1484,PPG_8,1485,CERAMIC_,1,,
SWFSBOM8,1423 BOWMAN_A 1464 WFALLS_S 1,LINE,OUT,1423,BOWMAN_A,1464,WFALLS_S,1,,
SWFSPLV8,1446 LKWICHIT 1494 WFSTHOSP 1,LINE,OUT,1446,LKWICHIT,1494,WFSTHOSP,1,,
SWFSPLV8,1450 PLEASVAL 1492 RIVERBND 1,LINE,OUT,1450,PLEASVAL,1492,RIVERBND,1,,
SWFSPLV8,1489 SIKES_8 1493 ARTHURST 1,LINE,OUT,1489,SIKES_8,1493,ARTHURST,1,,
SWFSPLV8,1489 SIKES_8 1494 WFSTHOSP 1,LINE,OUT,1489,SIKES_8,1494,WFSTHOSP,1,,
SWFSPLV8,1492 RIVERBND 1493 ARTHURST 1,LINE,OUT,1492,RIVERBND,1493,ARTHURST,1,,
SWFTB8,46052 LOUETA_ 46512 TOMBAL_ 81,LINE,OUT,46052,LOUETA_,46512,TOMBAL_,81,,
SWFTB8,46052 LOUETA_ 46570 WESFLD_ 81,LINE,OUT,46052,LOUETA_,46570,WESFLD_,81,,
SWFTB8,46510 TOMBAL_ 46520 TOMBAL_ 81,LINE,OUT,46510,TOMBAL_,46520,TOMBAL_,81,,
SWGWKIT9,5683 KITTIEWE 5690 WGRGEWST 1,LINE,OUT,5683,KITTIEWE,5690,WGRGEWST,1,,
SWGWKIT9,5690 WGRGEWST 5691 CLAYWEST 1,LINE,OUT,5690,WGRGEWST,5691,CLAYWEST,1,,
SWHCMB15,1877 MITCHBND 1878 WHCCS2_4 1,LINE,OUT,1877,MITCHBND,1878,WHCCS2_4,1,,
SWHCMB25,1877 MITCHBND 1879 WHCCS2_5 1,LINE,OUT,1877,MITCHBND,1879,WHCCS2_5,1,,
SWHCWO25,1868 WLFHMDPT 1876 WLFHOLW_ 1,LINE,OUT,1868,WLFHMDPT,1876,WLFHOLW_,1,,
SWHCWOF5,1876 WLFHOLW_ 11879 WLFHOST 1,LINE,OUT,1876,WLFHOLW_,11879,WLFHOST,1,,
SWHEKIN8,9123 KINGSDB 9342 MUELLER 1,LINE,OUT,9123,KINGSDB,9342,MUELLER,1,,
SWHEMUE8,9291 WHELESS 9342 MUELLER 1,LINE,OUT,9291,WHELESS,9342,MUELLER,1,,
SWHIBUT8,7529 L_WHITES 7531 L_BUTTER 1,LINE,OUT,7529,L_WHITES,7531,L_BUTTER,1,,
SWHIHL38,1950 HANDLEYC 2110 WHITE2_T 1,LINE,OUT,1950,HANDLEYC,2110,WHITE2_T,1,,
SWHIHL38,2109 WHITE1_T 2110 WHITE2_T 2,LINE,OUT,2109,WHITE1_T,2110,WHITE2_T,2,,
SWHIHL38,2109 WHITE1_T 2112 WHITE2_8 1,LINE,OUT,2109,WHITE1_T,2112,WHITE2_8,1,,
SWHIHL38,2109 WHITE1_T 2113 TRINITY1 1,LINE,OUT,2109,WHITE1_T,2113,TRINITY1,1,,
SWHIHL38,2113 TRINITY1 2116 HURSTS_8 1,LINE,OUT,2113,TRINITY1,2116,HURSTS_8,1,,
SWHIHL38,2116 HURSTS_8 2121 EULESS_S 1,LINE,OUT,2116,HURSTS_8,2121,EULESS_S,1,,
SWHIHL38,2121 EULESS_S 2244 EULTRIN2 1,LINE,OUT,2121,EULESS_S,2244,EULTRIN2,1,,
SWHIHL38,2134 BRKHLW2_ 2136 BRKHLW2_ 1,LINE,OUT,2134,BRKHLW2_,2136,BRKHLW2_,1,,
SWHIHL38,2134 BRKHLW2_ 2142 EXECPKWY 1,LINE,OUT,2134,BRKHLW2_,2142,EXECPKWY,1,,
SWHIHL38,2134 BRKHLW2_ 2244 EULTRIN2 1,LINE,OUT,2134,BRKHLW2_,2244,EULTRIN2,1,,
SWHILK29,37420 TNLKWHI 37440 TNWHITN 1,LINE,OUT,37420,TNLKWHI,37440,TNWHITN,1,,
SWHILK29,37420 TNLKWHI 37470 TNOLSEN 1,LINE,OUT,37420,TNLKWHI,37470,TNOLSEN,1,,
SWHILON5,8455 LONHILL7 8956 WHITEPT7 1,LINE,OUT,8455,LONHILL7,8956,WHITEPT7,1,,
SWHISTP5,5915 SO_TEX__ 8956 WHITEPT7 1,LINE,OUT,5915,SO_TEX__,8956,WHITEPT7,1,,
SWHIWBJ8,707 HAWKINS8 718 WHTSBRSWS 1,LINE,OUT,707,HAWKINS8,718,WHTSBRSWS,1,,
SWHIWBJ8,718 WHTSBRSWS 722 JORDAN 1,LINE,OUT,718,WHTSBRSWS,722,JORDAN,1,,
SWHIW_15,59904 COTTONW 79505 WHIT_RV 1,LINE,OUT,59904,COTTONW,79505,WHIT_RV,1,,
SWHIW_25,59904 COTTONW 79505 WHIT_RV 2,LINE,OUT,59904,COTTONW,79505,WHIT_RV,2,,
SWHOSCS8,3110 STRYKER_ 3147 TROUPSS_ 1,LINE,OUT,3110,STRYKER_,3147,TROUPSS_,1,,
SWHOSCS8,3147 TROUPSS_ 3156 WALNUTGR 1,LINE,OUT,3147,TROUPSS_,3156,WALNUTGR,1,,
SWHOSCS8,3156 WALNUTGR 3227 WHITEHSE 1,LINE,OUT,3156,WALNUTGR,3227,WHITEHSE,1,,
SWHOSCS8,3156 WALNUTGR 6743 WALNTGR 1,LINE,OUT,3156,WALNUTGR,6743,WALNTGR,1,,
SWHOSCS8,3227 WHITEHSE 904470 TYLERG 1,LINE,OUT,3227,WHITEHSE,904470,TYLERG,1,,
SWHTWOL8,730 WOLFRIDGE 140282 WHTTAI 1,LINE,OUT,730,WOLFRIDGE,140282,WHTTAI,1,,
SWI2WIN9,1761 BONHMSS_ 1790 WINDMSPA 1,LINE,OUT,1761,BONHMSS_,1790,WINDMSPA,1,,
SWI2WIN9,1789 HONEY_GR 1790 WINDMSPA 1,LINE,OUT,1789,HONEY_GR,1790,WINDMSPA,1,,
SWI2WIN9,1790 WINDMSPA 6838 WINDM_RC 1,LINE,OUT,1790,WINDMSPA,6838,WINDM_RC,1,,
SWIBM8,44120 BRITMR_ 44802 WOODCK7 73,LINE,OUT,44120,BRITMR_,44802,WOODCK7,73,,
SWIBM8,44462 MEMORL_ 44780 WESTIM_ 73,LINE,OUT,44462,MEMORL_,44780,WESTIM_,73,,
SWIBM8,44462 MEMORL_ 44802 WOODCK7 73,LINE,OUT,44462,MEMORL_,44802,WOODCK7,73,,
SWICE8,44052 BARKER7 44140 CLODIN_ 73,LINE,OUT,44052,BARKER7,44140,CLODIN_,73,,
SWICE8,44052 BARKER7 44780 WESTIM_ 73,LINE,OUT,44052,BARKER7,44780,WESTIM_,73,,
SWICE8,44140 CLODIN_ 44145 CLODIN_ NC,LINE,OUT,44140,CLODIN_,44145,CLODIN_,NC,,
SWICOBR9,1294 OBRIEN_9 1295 WICKETT_ 1,LINE,OUT,1294,OBRIEN_9,1295,WICKETT_,1,,
SWICPBS9,11015 YUCCADR 37980 TNWICKE 2,LINE,OUT,11015,YUCCADR,37980,TNWICKE,2,,
SWILCRD8,377 FALLCREEK 385 LITTLEHOS 1,LINE,OUT,377,FALLCREEK,385,LITTLEHOS,1,,
SWILCRD8,377 FALLCREEK 395 DOMINO 1,LINE,OUT,377,FALLCREEK,395,DOMINO,1,,
SWILCRD8,385 LITTLEHOS 388 WLDCATTAP 1,LINE,OUT,385,LITTLEHOS,388,WLDCATTAP,1,,
SWILCRD8,388 WLDCATTAP 394 CONCORD8 1,LINE,OUT,388,WLDCATTAP,394,CONCORD8,1,,
SWILCRD8,388 WLDCATTAP 433 WILDCAT 1,LINE,OUT,388,WLDCATTAP,433,WILDCAT,1,,
SWILCRD8,395 DOMINO 467 WAPLES8 1,LINE,OUT,395,DOMINO,467,WAPLES8,1,,
SWILHAM8,9202 HAMILMB2 9295 WILIAMSN 1,LINE,OUT,9202,HAMILMB2,9295,WILIAMSN,1,,
